Date,Price
2019-03-16,3994.3483333333334
2019-03-17,3998.4975
2019-03-18,4008.6583333333333
2019-03-19,4025.0258333333327
2019-03-20,4026.6358333333333
2019-03-21,4000.3350000000005
2019-03-22,4006.1158333333333
2019-03-23,3995.3233333333333
2019-03-24,3977.4541666666664
2019-03-25,3933.9541666666664
2019-03-26,4011.3658333333333
2019-03-27,4034.056666666666
2019-03-28,4075.5264285714293
2019-03-29,4107.340833333334
2019-03-30,4109.316666666667
2019-03-31,4145.108461538462
2019-04-01,4675.1125
2019-04-02,5018.498333333334
2019-04-03,4970.849166666668
2019-04-04,4980.8983333333335
2019-04-05,5042.517692307692
2019-04-06,5126.8341666666665
2019-04-07,5214.276666666666
2019-04-08,5197.750769230769
2019-04-09,5251.1900000000005
2019-04-10,5111.7707692307695
2019-04-11,5031.474999999999
2019-04-12,5076.3
2019-04-13,5077.805
2019-04-14,5114.854166666667
2019-04-15,5109.946666666667
2019-04-16,5214.574166666666
2019-04-17,5263.397499999999
2019-04-18,5255.614166666667
2019-04-19,5302.9575
2019-04-20,5274.145833333333
2019-04-21,5305.275000000001
2019-04-22,5527.801666666666
2019-04-23,5465.514999999999
2019-04-24,5421.526666666667
2019-04-25,5280.616666666666
2019-04-26,5281.809166666665
2019-04-27,5306.695000000001
2019-04-28,5277.883333333334
2019-04-29,5262.363333333334
2019-04-30,5310.173333333334
2019-05-01,5364.991666666667
2019-05-02,5633.7475
2019-05-03,5697.923333333333
2019-05-04,5718.229166666667
2019-05-05,5654.353333333333
2019-05-06,5863.5233333333335
2019-05-07,5851.670769230769
2019-05-08,6056.4175
2019-05-09,6302.6125
2019-05-10,6833.350833333334
2019-05-11,7152.484166666666
2019-05-12,7447.114166666666
2019-05-13,8005.250833333334
2019-05-14,8063.895833333333
2019-05-15,7979.575000000001
2019-05-16,7265.963333333332
2019-05-17,7338.520833333332
2019-05-18,7894.926666666666
2019-05-19,7926.704999999999
2019-05-20,7954.808333333333
2019-05-21,7896.510833333333
2019-05-22,7688.525833333332
2019-05-23,7972.719166666667
2019-05-24,8046.107692307693
2019-05-25,8114.932499999999
2019-05-26,8779.970833333333
2019-05-27,8727.900833333333
2019-05-28,8646.195000000002
2019-05-29,8641.891666666668
2019-05-30,8342.770000000002
2019-05-31,8543.03
2019-06-01,8663.6425
2019-06-02,8546.171666666667
2019-06-03,7848.4158333333335
2019-06-04,7765.688333333334
2019-06-05,7756.9575
2019-06-06,7920.945000000001
2019-06-07,7941.221666666667
2019-06-08,7817.768333333333
2019-06-09,7815.135833333333
2019-06-10,7914.5391666666665
2019-06-11,8033.306666666667
2019-06-12,8163.663333333334
2019-06-13,8342.24076923077
2019-06-14,8721.645
2019-06-15,9096.285833333333
2019-06-16,9227.124999999998
2019-06-17,9160.0675
2019-06-18,9147.005
2019-06-19,9346.0725
2019-06-20,9791.017499999998
2019-06-21,10730.391666666666
2019-06-22,10748.011666666667
2019-06-23,10851.848333333333
2019-06-24,11314.76153846154
2019-06-25,12686.38833333333
2019-06-26,11834.124166666668
2019-06-27,11665.575833333334
2019-06-28,11886.886153846155
2019-06-29,11545.633333333331
